owner_id,owner_login,owner_name,owner_url,homepage_url,owner_description,owner_logo,quarter_start,quarter_end,github_stars_start,github_stars_end,github_stars_growth_rate,github_stars_growth_percentile,github_stars_final_weight,github_contributors_start,github_contributors_end,github_contributors_growth_rate,github_contributors_growth_percentile,github_contributors_final_weight,npm_downloads_start,npm_downloads_end,npm_downloads_growth_rate,npm_downloads_growth_percentile,npm_downloads_final_weight,pypi_downloads_start,pypi_downloads_end,pypi_downloads_growth_rate,pypi_downloads_growth_percentile,pypi_downloads_final_weight,cargo_downloads_start,cargo_downloads_end,cargo_downloads_growth_rate,cargo_downloads_growth_percentile,cargo_downloads_final_weight
MDEyOk9yZ2FuaXphdGlvbjE1NTI1ODM1,alcatraz,Alcatraz,https://github.com/alcatraz,http://alcatraz.io,The package manager for Xcode,https://avatars.githubusercontent.com/u/15525835?v=4,2026-01-01,2026-04-01,0.0,10248.0,101.48,99.834913944503,1.0,,,,,,,,,,,,,,,,,,,,
O_kgDODuDyCA,Buoy-gg,Buoy,https://github.com/Buoy-gg,Buoy.gg,,https://avatars.githubusercontent.com/u/249623048?v=4,2026-01-01,2026-04-01,616.0,643.0,0.0438311688311688,19.943800491745694,0.3670627061161857,1.0,1.0,-0.8,,,442.0,17389.0,16.389,99.06380881990638,0.6329372938838143,,,,,,,,,,
O_kgDOEBMW2g,public-clis,Public CLIs,https://github.com/public-clis,,,https://avatars.githubusercontent.com/u/269686490?v=4,2026-01-01,2026-04-01,0.0,2408.0,23.08,97.47804706708816,0.6680997693793849,0.0,8.0,0.6,74.20779584969152,0.1607161088585938,,,,,,0.0,27065.0,26.065,99.63996399639964,0.1711841217620213,,,,,
MDEyOk9yZ2FuaXphdGlvbjE2MzE1NDg1,oss-gate,OSS Gate,https://github.com/oss-gate,,,https://avatars.githubusercontent.com/u/16315485?v=4,2026-01-01,2026-04-01,0.0,133.0,0.33,44.920969441517386,0.0566340015083496,0.0,153.0,29.6,99.70555243970836,0.9433659984916504,,,,,,,,,,,,,,,
O_kgDOBnmhvg,tiramisulabs,Tiramisu Labs,https://github.com/tiramisulabs,https://seyfert.dev,A set of packages for interacting with discord,https://avatars.githubusercontent.com/u/108634558?v=4,2026-01-01,2026-04-01,283.0,295.0,0.0424028268551236,19.536354056902,0.0831008230519281,29.0,30.0,0.0344827586206896,42.631800336511496,0.3157095718614638,50904.0,912685.0,16.929534024831053,99.1130820399113,0.601189605086608,,,,,,,,,,
O_kgDOD1Mvlg,npmx-dev,npmx,https://github.com/npmx-dev,https://npmx.dev,"A fast, modern browser for the npm registry",https://avatars.githubusercontent.com/u/257109910?v=4,2026-01-01,2026-04-01,0.0,3042.0,29.42,98.26132771338251,0.4898038377063947,0.0,237.0,46.4,99.83875490745932,0.5046049501223185,0.0,1304.0,0.304,78.1719635378172,0.0055912121712866,,,,,,,,,,
O_kgDOC0496g,Ruya-AI,Ruya AI,https://github.com/Ruya-AI,,,https://avatars.githubusercontent.com/u/189677034?v=4,2026-01-01,2026-04-01,0.0,198.0,0.98,61.55602388479101,0.4651025439326804,,4.0,,,,0.0,2767.0,1.767,93.9640305493964,0.1637530387780325,0.0,14451.0,13.451,99.3999399939994,0.371144417289287,,,,,
MDEyOk9yZ2FuaXphdGlvbjU1MjQyNTY2,PrivacySafe,PrivacySafe,https://github.com/PrivacySafe,https://privacysafe.app,PrivacySafe,https://avatars.githubusercontent.com/u/55242566?v=4,2026-01-01,2026-04-01,0.0,64.0,-0.36,,,0.0,171.0,33.2,99.76864834548512,0.8186822628464235,24432.0,29176.0,0.1941715782580222,68.93323478689332,0.1813177371535764,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjEzNDI0MDY5,atom-archive,Atom Archive,https://github.com/atom-archive,https://atom.io,Projects that are no longer maintained by GitHub.,https://avatars.githubusercontent.com/u/13424069?v=4,2026-01-01,2026-04-01,0.0,9821.0,97.21,99.81383912890762,1.0,,,,,,,,,,,,,,,,,,,,
O_kgDOCsv0dw,Martian-Engineering,martian engineering,https://github.com/Martian-Engineering,https://martian.engineering,,https://avatars.githubusercontent.com/u/181138551?v=4,2026-01-01,2026-04-01,0.0,4271.0,41.71,99.00245872848612,0.4732344441178208,480.0,749.0,0.5604166666666667,72.56730229949522,0.35035220290209,0.0,45513.0,44.513,99.67972406996796,0.1764133529800891,,,,,,,,,,
